Gene Set Name,Common Genes,Newly Added Genes,Lost Genes,# Common,# New,# Lost,# Original
Abnormal cardiac septum morphology,"1000, 10000, 100506658, 10079, 10082, 10084, 10102, 10236, 10262, 10265, 10269, 10274, 10277, 10293, 10312, 10324, 10367, 10459, 10526, 10617, 10630, 10664, 10681, 10735, 10743, 10765, 10847, 10848, 10907, 10991, 1108, 11128, 11193, 11222, 11224, 11274, 11284, 1131, 114049, 1182, 118856, 1277, 1278, 129285, 1301, 1312, 132, 132884, 1349, 135886, 137814, 1399, 140628, 145173, 147372, 1482, 1487, 150094, 150468, 1523, 157680, 168507, 170302, 170691, 171023, 1717, 1760, 1770, 1788, 1802, 182, 1822, 1855, 1857, 1859, 1889, 1892, 1954, 196528, 197131, 1974, 200424, 2006, 200734, 201163, 2033, 2050, 2068, 2071, 2072, 2121, 2175, 2176, 2177, 2187, 2189, 219844, 2200, 2201, 221037, 221496, 2218, 2239, 2260, 2261, 2263, 2271, 22800, 22872, 2294, 2296, 23013, 23028, 2303, 23118, 23126, 2314, 2316, 23241, 23291, 23312, 23314, 23327, 23334, 23345, 23387, 23394, 23476, 23499, 23511, 23522, 23545, 23556, 253738, 2542, 256297, 2563, 25790, 25836, 25885, 25970, 26040, 26053, 26123, 26128, 26160, 26227, 26229, 2623, 26235, 2626, 2627, 2653, 2657, 26580, 2702, 2703, 27031, 27125, 27152, 27161, 2717, 2719, 27315, 2735, 2737, 2775, 284058, 285590, 286, 286204, 2879, 28952, 28960, 28981, 29089, 29123, 2992, 3052, 3188, 3190, 3192, 3209, 3239, 3265, 3339, 340419, 3476, 3480, 3643, 37, 3736, 374654, 374969, 3756, 3832, 3845, 3911, 392255, 3954, 3984, 4000, 400569, 4036, 4041, 4053, 407975, 4087, 4088, 4089, 4091, 4149, 4212, 4222, 4247, 4256, 4281, 4297, 4313, 4323, 4519, 4607, 4613, 4621, 4624, 4625, 4633, 471, 4713, 4718, 473, 4750, 4761, 4763, 4780, 4784, 4838, 4841, 4851, 4853, 4854, 4893, 490, 4920, 4990, 5053, 50619, 5077, 50814, 50945, 51008, 51057, 51085, 51114, 51117, 51126, 5119, 51227, 51244, 51322, 51339, 51341, 51360, 51434, 51506, 51574, 5160, 51604, 51611, 51626, 51633, 51780, 5189, 5190, 523, 5236, 5277, 5281, 5290, 5296, 5297, 5325, 5337, 53834, 5396, 54101, 54361, 5447, 54487, 54499, 54538, 54551, 546, 54806, 54820, 54880, 54897, 54903, 54916, 5500, 55109, 55112, 55148, 5515, 55159, 55209, 55215, 55252, 5528, 55384, 5557, 55593, 55617, 55636, 5567, 55670, 55690, 55697, 55770, 55790, 55869, 5587, 5590, 55901, 55997, 56006, 5604, 5605, 5648, 56896, 56992, 5700, 57003, 57057, 57122, 57167, 5718, 57217, 57231, 5728, 57465, 57492, 57511, 57514, 57538, 57551, 57697, 57724, 5781, 5824, 5828, 583, 5830, 5879, 5885, 5888, 5889, 5894, 5908, 5915, 5922, 5927, 59336, 6016, 6125, 6133, 6135, 6138, 6154, 6155, 6160, 6201, 6204, 6210, 6218, 6223, 6224, 6229, 6231, 6232, 6235, 6237, 6239, 6261, 6304, 6324, 63894, 63895, 6392, 63976, 64121, 64131, 64132, 64220, 64324, 64359, 6472, 6477, 64840, 6497, 650, 65062, 65082, 6558, 6598, 6602, 6606, 6628, 6659, 6664, 667, 6711, 672, 673, 6772, 6789, 6792, 6804, 6811, 6857, 6888, 6899, 6910, 6926, 70, 7021, 7026, 7043, 7046, 7066, 7074, 7080, 7092, 7139, 7204, 7283, 7290, 7291, 7319, 7355, 7372, 7385, 7386, 7403, 7461, 7468, 7473, 7490, 7528, 7547, 7716, 775, 7750, 7798, 78987, 79068, 79158, 79228, 79576, 79639, 79728, 79751, 79813, 7994, 79971, 79989, 80055, 80184, 80204, 8036, 8048, 8085, 815, 81603, 81794, 81857, 8195, 8214, 8216, 8239, 8241, 8243, 8260, 8289, 8295, 8312, 8314, 83700, 83990, 84148, 84231, 8425, 84277, 8452, 84665, 8468, 84720, 8493, 8496, 84978, 8504, 8510, 8514, 85358, 8550, 8558, 8573, 8621, 8626, 867, 8772, 8777, 8788, 8792, 8799, 8802, 8883, 89910, 90121, 90416, 9126, 91461, 9158, 91754, 91801, 91949, 9231, 92335, 93, 9319, 9325, 9343, 93627, 93986, 9409, 9469, 9487, 9496, 9569, 9573, 9632, 9702, 9723, 9739, 9772, 9780, 9839, 9896, 9949, 9993","55750, 6878","100128908, 100151683, 10060, 10225, 1024, 10283, 10297, 10300, 10370, 10430, 10491, 10524, 10560, 10651, 10815, 10841, 10894, 10992, 11014, 11020, 1107, 11117, 11198, 11285, 113179, 113189, 115948, 118924, 121340, 123263, 123606, 124583, 126792, 1281, 131118, 1363, 136647, 1387, 139285, 140679, 155368, 155382, 157570, 1593, 16, 161742, 164781, 165, 1654, 1656, 1663, 166378, 166929, 1763, 1801, 1828, 1834, 1837, 202018, 2065, 2078, 2132, 2178, 2188, 220136, 2202, 222663, 2258, 22808, 22827, 22884, 23007, 23129, 2313, 2317, 23184, 23187, 23194, 2324, 23384, 23389, 23395, 23483, 23498, 249, 25, 2530, 258, 26005, 26038, 2624, 26276, 26608, 26834, 2697, 27145, 27245, 27316, 2783, 2812, 285, 285203, 2902, 29081, 2917, 2961, 2969, 2972, 29940, 29957, 29969, 29998, 30008, 3020, 3021, 3313, 3417, 348180, 3708, 372, 374879, 375056, 3799, 3835, 387733, 388015, 389827, 3930, 3977, 4001, 4015, 404672, 4054, 415, 421, 4352, 439, 444, 4668, 4882, 4883, 5033, 5034, 5116, 51163, 51256, 51592, 51594, 51715, 51729, 5176, 51816, 5192, 5193, 5194, 5195, 529, 5351, 5352, 5358, 5373, 5422, 54345, 54539, 54567, 5479, 54872, 54892, 54914, 55027, 55033, 55120, 55151, 55181, 55186, 55249, 55315, 55603, 5566, 55699, 55719, 55784, 55788, 5594, 5629, 5649, 56937, 57020, 57061, 57165, 57466, 57479, 57539, 5784, 5826, 58499, 59, 5921, 5977, 5982, 6023, 60681, 6091, 6097, 6123, 613, 6132, 6134, 6141, 6165, 6234, 6299, 6326, 633, 64175, 64411, 64412, 64864, 649, 6499, 65109, 653361, 657, 6597, 6601, 6605, 6638, 6651, 6654, 6655, 6657, 6678, 675, 6885, 6897, 6909, 699, 701, 7042, 7048, 7075, 7086, 7175, 7248, 7249, 7353, 7424, 745, 7458, 7469, 7471, 7481, 7516, 7543, 7703, 7737, 776, 7841, 7862, 79053, 79087, 79633, 79645, 79759, 79796, 79875, 79879, 79987, 80232, 8076, 808, 81031, 81614, 8220, 8294, 8318, 833, 83475, 83479, 8364, 83871, 84068, 84163, 84464, 84905, 85459, 8565, 8642, 871, 875, 8828, 8829, 8854, 894, 8985, 89866, 89970, 9031, 90459, 9091, 90952, 90993, 9184, 9200, 92002, 92344, 92579, 9276, 93233, 9361, 93649, 9382, 9401, 9439, 9451, 9508, 9578, 9620, 9652, 9719, 9786, 9871, 9897, 9939, 9968, 998",550,2,326,876
Abnormal carotid artery morphology,"10269, 10459, 10526, 1281, 135886, 137814, 19, 2006, 2072, 2175, 2176, 2178, 2189, 2200, 2301, 23129, 23493, 255738, 26119, 29089, 338, 3949, 3984, 4000, 4010, 4015, 4087, 4088, 4089, 4629, 4638, 4763, 51473, 538, 54820, 55107, 55215, 55901, 5592, 5654, 57697, 5888, 5889, 59, 6392, 64241, 672, 6772, 6804, 6899, 7042, 7043, 7046, 7048, 7461, 7516, 79728, 79875, 8076, 81031, 83990, 8468, 91147",,"11117, 114049, 1289, 155368, 155382, 165, 2177, 2187, 2188, 2201, 2202, 25, 26608, 2969, 30008, 3198, 4054, 4144, 444, 4882, 4883, 51816, 5351, 55033, 55120, 55159, 55249, 56937, 5982, 633, 64240, 6497, 653361, 6651, 675, 7458, 7703, 84163, 84277, 84464, 875, 9031, 9569",63,0,43,106
Abnormal caudate nucleus morphology,"103, 10381, 1641, 1678, 23230, 23400, 2639, 26580, 3064, 347733, 440, 4508, 4750, 4983, 53371, 54209, 57338, 7305, 79133, 80347, 93986",,"23636, 2512, 6515, 9361",21,0,4,25
Abnormal cerebellar cortex morphology,5428,,"526, 56652, 57465, 87178",1,0,4,5
Abnormal cerebrospinal fluid morphology,"10013, 100506658, 10535, 1161, 1182, 1186, 1436, 1737, 1767, 1892, 200373, 2009, 2260, 2302, 238, 25, 2581, 26160, 2643, 2670, 2683, 2776, 285362, 28962, 29072, 29110, 3265, 3339, 339829, 3423, 3425, 345643, 3458, 3845, 4204, 440193, 443, 4524, 4758, 4763, 4784, 4854, 4883, 5160, 5428, 54768, 55768, 6323, 64093, 64116, 6469, 65250, 6608, 6657, 6662, 7043, 79621, 79868, 79925, 80217, 8777, 8893, 9361, 9927",,"10000, 100131801, 100147744, 100151683, 100303755, 10059, 100996717, 10128, 10157, 10262, 10295, 103, 10309, 10312, 10329, 10367, 10381, 10459, 10464, 10491, 10526, 1053, 10585, 10617, 1063, 10667, 10682, 10735, 10815, 10992, 11041, 11117, 11128, 112476, 112752, 11277, 114034, 115399, 115948, 116228, 116461, 123263, 123872, 124997, 126129, 126328, 126792, 1281, 1282, 128240, 128869, 129285, 129607, 1312, 131405, 1317, 132, 132158, 1327, 133686, 1340, 134353, 1349, 1351, 1352, 1353, 1355, 1376, 139212, 139285, 139886, 140679, 145173, 148022, 1487, 148789, 1496, 1499, 152110, 153241, 157570, 1593, 1605, 161582, 1630, 1644, 165, 1717, 1718, 1719, 1738, 1770, 1786, 1789, 18, 1801, 1802, 1807, 1890, 1959, 200205, 200424, 200894, 201294, 2068, 207, 2071, 2072, 2073, 2074, 2077, 2175, 2176, 2177, 2178, 2187, 2188, 2189, 219844, 219854, 2200, 2201, 2202, 221037, 221421, 2218, 2239, 2253, 2261, 2263, 22858, 22868, 22934, 23007, 23030, 23040, 23090, 23116, 2316, 23247, 23258, 23299, 23322, 23387, 23404, 23426, 23639, 246176, 2512, 25776, 25828, 25885, 25915, 25939, 25974, 25981, 26123, 26137, 26153, 2619, 26191, 2622, 26229, 26235, 2629, 2632, 2639, 26503, 2653, 26834, 27010, 27019, 27077, 27148, 2719, 27245, 27247, 2736, 2737, 27429, 275, 2752, 2812, 284058, 284111, 284184, 28514, 285203, 286204, 28952, 2898, 29078, 29089, 291, 29128, 29887, 29899, 2990, 29925, 29954, 29957, 29968, 29998, 30008, 3028, 3039, 3040, 3052, 3070, 30813, 3110, 3119, 3123, 3145, 3192, 340419, 340665, 345895, 3501, 3514, 3516, 352909, 355, 3615, 3661, 3662, 3735, 374291, 374407, 374654, 3839, 388389, 388962, 3897, 3912, 3954, 3980, 3981, 4001, 4015, 403, 4054, 4087, 4088, 4094, 410, 411, 4125, 4191, 421, 435, 4358, 4359, 444, 4508, 4509, 4512, 4513, 4514, 4519, 4534, 4535, 4536, 4537, 4538, 4540, 4541, 4552, 4558, 4564, 4566, 4567, 4570, 4572, 4574, 4575, 4577, 4578, 4593, 4613, 4694, 4697, 4700, 4702, 4705, 4709, 4714, 4715, 4716, 4719, 4720, 4722, 4723, 4724, 4726, 4728, 4729, 4750, 477, 4771, 4838, 4851, 4853, 4867, 4882, 4893, 4897, 4929, 4967, 4976, 501, 5034, 50484, 5052, 5062, 5063, 50640, 50937, 51095, 51099, 51103, 51112, 51134, 51204, 51218, 51256, 51259, 51271, 51300, 51314, 51360, 51362, 51364, 51422, 5147, 51524, 5155, 51645, 51684, 51733, 5191, 5193, 5264, 5277, 5290, 5296, 5340, 5351, 5376, 53834, 539, 54209, 5447, 54539, 54567, 54806, 54809, 54888, 54903, 54919, 54931, 54941, 54970, 5500, 55005, 55033, 55036, 55120, 55130, 55157, 55159, 55163, 55172, 5518, 55215, 5528, 55315, 55503, 5551, 55572, 55621, 55624, 55640, 55650, 55697, 55699, 5573, 55863, 55898, 55967, 5604, 5605, 56172, 5621, 56244, 5660, 56623, 56683, 56896, 56937, 56975, 5698, 56997, 57020, 57038, 57096, 57128, 57216, 5727, 5728, 57511, 57514, 57545, 57551, 57572, 57697, 57716, 579, 5805, 5824, 5831, 587, 5881, 5888, 5889, 5894, 5903, 59341, 60386, 6091, 6103, 6239, 6253, 6299, 6329, 633, 6341, 63895, 63901, 64135, 64327, 64446, 64840, 64849, 6491, 6496, 6497, 65062, 65082, 6513, 6531, 6558, 6576, 6598, 6599, 65993, 6605, 6660, 6674, 6711, 672, 673, 675, 6773, 6813, 6834, 6843, 6862, 6873, 6899, 6913, 6949, 6997, 701, 7015, 7042, 7046, 7048, 7050, 7054, 7084, 7098, 7157, 7187, 7248, 7249, 7276, 728294, 7290, 729920, 7305, 7353, 7403, 7468, 7473, 7516, 7546, 7547, 773, 7874, 79068, 790955, 79133, 79147, 7915, 79583, 79600, 79641, 79728, 79731, 79770, 79848, 79867, 79875, 79989, 80144, 80173, 80184, 80199, 8021, 80210, 80224, 8036, 8050, 8076, 80776, 80781, 8085, 81031, 81570, 81622, 81839, 8243, 8294, 8314, 835, 83538, 83544, 83550, 8382, 83861, 83879, 83990, 84065, 84153, 84162, 84197, 84231, 84300, 84314, 84320, 84334, 84340, 84464, 84667, 8481, 84823, 84842, 84892, 84976, 84987, 85016, 85452, 85476, 85478, 8567, 8600, 8643, 8659, 8676, 8701, 87178, 875, 8792, 8802, 8803, 8882, 8905, 8925, 8928, 894, 89765, 9049, 90624, 90952, 91147, 9131, 91647, 91942, 9197, 9215, 9231, 9256, 92609, 92749, 9276, 93233, 9326, 93627, 9401, 9469, 9496, 95681, 9578, 9632, 966, 9731, 9786, 9791, 9839, 9841, 9851, 9871, 9896, 9897, 9968, 9990, 9997",64,0,618,682
Abnormal cervical spine morphology,"10682, 11128, 113189, 1146, 1836, 2261, 23126, 2317, 29940, 3339, 415, 5654, 59341, 6662","2254, 2263, 5087, 5826, 6899, 6911","11285, 1134, 1144, 124583, 126792, 134701, 2517, 26229, 2733, 347734, 3835, 5033, 55790, 57647, 63895, 64131, 64132, 64412, 6497, 8985, 92344, 9469",14,6,22,36
Abnormal chorioretinal morphology,"10166, 10413, 10585, 10908, 1121, 1123, 114902, 1181, 1282, 1349, 1406, 1462, 148789, 149461, 1499, 157680, 1605, 1638, 167691, 170692, 1804, 182, 207, 2202, 2218, 23090, 23322, 23418, 23554, 25794, 26123, 26191, 27229, 285440, 28952, 2978, 29954, 3000, 3030, 3052, 3075, 30813, 3105, 3123, 3458, 346007, 355, 3832, 3845, 4041, 4149, 4693, 4901, 4942, 4952, 4990, 5076, 5080, 50945, 51322, 51339, 51524, 5189, 5190, 5192, 5193, 5195, 54551, 5456, 54820, 54880, 54903, 55624, 55636, 55670, 55733, 55812, 56623, 56896, 57096, 57545, 5824, 5828, 5830, 58495, 5950, 5961, 6094, 6102, 6121, 6299, 6469, 6496, 65062, 65082, 652, 6711, 6935, 7003, 7078, 729920, 7439, 7490, 7855, 79147, 79583, 79759, 79770, 79848, 79867, 79977, 80184, 80781, 8260, 8322, 84314, 8449, 84892, 8504, 8517, 85378, 8777, 8799, 89910, 9215, 94, 9409, 9487, 9723, 9839, 9935","79644, 92211","1001, 100147744, 10058, 10329, 11041, 113246, 125988, 1280, 1296, 1297, 1298, 1299, 1301, 1302, 1836, 27077, 3149, 3166, 3426, 3769, 4036, 473, 51259, 5194, 54539, 55214, 57020, 57167, 60, 6295, 64132, 64412, 64840, 6492, 7248, 7249, 79600, 79797, 80776, 84189, 84197, 84695, 8985, 91147, 9227, 9573, 9897",131,2,47,178
Abnormal chromosome morphology,"25913, 26277, 5073, 51750, 55135, 55505, 6117, 7015, 7157, 7298","10432, 283120, 324","134218, 4194, 55596, 65057",10,3,4,14
Abnormal circulating adrenocorticotropin concentration,"10587, 1584, 190, 207, 23028, 23530, 2736, 2778, 2908, 29926, 3170, 4158, 4221, 4771, 5015, 50940, 5155, 51684, 5290, 5447, 5449, 546, 5573, 56246, 5626, 60684, 6091, 6598, 6605, 6658, 673, 6770, 7015, 7157, 79798, 8022, 8314, 84196, 84231, 8820, 89884, 9049, 9101","1392, 1589","1583, 4791, 64072, 6608, 8086",43,2,5,48
Abnormal circulating amino acid concentration,"10157, 10166, 10243, 10295, 10367, 10841, 11222, 131669, 132, 132158, 133686, 1340, 1351, 1352, 1373, 1491, 152926, 153201, 162417, 166785, 1738, 1757, 1890, 191, 2184, 2203, 25821, 2593, 25974, 26227, 26235, 2643, 2653, 27232, 27247, 2731, 2744, 275, 2752, 291, 29958, 29960, 29968, 3000, 3054, 3242, 326625, 340024, 348932, 351, 3615, 3735, 383, 387787, 388962, 3980, 4143, 4190, 4285, 435, 4353, 4358, 440, 443, 445, 4508, 4509, 4522, 4524, 4535, 4536, 4537, 4540, 4541, 4552, 4594, 4716, 4718, 4780, 4846, 4942, 4976, 498, 4982, 5009, 50484, 5052, 5053, 506, 5091, 5092, 5095, 5096, 5105, 51079, 51116, 51218, 513, 5160, 51601, 54148, 5428, 54704, 54716, 54931, 54968, 55163, 55343, 55532, 55768, 55788, 55863, 5625, 56922, 57017, 57176, 5723, 5826, 5860, 587, 593, 594, 617, 63931, 64087, 6573, 6888, 6898, 6948, 6999, 7019, 7385, 763, 79736, 80222, 8050, 84693, 84947, 8659, 875, 8802, 8942, 90161, 9054, 9056, 9361, 9377","1431, 4539, 4967","100303755, 10059, 10165, 125988, 18, 1841, 200205, 2694, 27249, 3034, 3664, 4538, 4548, 4566, 4567, 4577, 4578, 4724, 4929, 5106, 51241, 51293, 514, 51733, 5328, 54532, 54914, 55699, 5805, 5832, 6341, 6697, 7915, 84833, 90624, 91647, 9652",147,3,37,184
Abnormal circulating bilirubin concentration,"10056, 10165, 10599, 1244, 132, 1371, 146059, 1482, 1716, 197131, 200931, 2035, 2203, 222546, 226, 2271, 229, 2304, 23534, 23600, 2539, 2623, 26276, 2629, 26503, 28234, 2876, 28962, 2995, 3043, 3098, 3145, 3663, 3783, 389434, 3930, 4358, 4547, 4645, 4953, 5009, 5015, 50506, 51251, 51473, 51601, 5172, 5195, 5205, 5230, 5244, 5277, 5313, 5314, 540, 54658, 55532, 55687, 5589, 570, 5824, 5825, 5828, 6005, 6006, 6007, 6091, 6309, 6514, 6521, 6528, 6554, 6573, 6710, 6718, 7019, 7080, 7173, 7252, 7319, 7390, 7849, 80270, 8260, 8647, 91147, 9451, 9968, 9971",53335,"100151683, 10661, 10908, 11231, 11232, 113220, 1376, 2038, 27031, 2821, 284086, 286, 29127, 2936, 3376, 3479, 3592, 3594, 3643, 374354, 374879, 4041, 405753, 4067, 5048, 51218, 5213, 5443, 5450, 54914, 5551, 55610, 57539, 57680, 63894, 6513, 6689, 6708, 6711, 7038, 7253, 7355, 79053, 79258, 79989, 8085, 8482, 8573, 9338, 9420, 9493, 9780, 9966",89,1,53,142
Abnormal circulating carboxylic acid concentration,"10295, 1491, 152926, 3043, 34, 4942, 5009, 5095, 55163, 587, 593, 9780",,"100151683, 100303755, 10056, 10059, 10157, 10165, 10166, 10243, 10367, 10531, 10599, 10661, 10841, 10908, 11222, 11231, 11232, 113220, 115286, 123264, 1244, 125988, 126328, 128989, 1294, 131118, 131669, 132, 132158, 133686, 1339, 1340, 134218, 1351, 1352, 1371, 1373, 1376, 137682, 146059, 1482, 1497, 153201, 162, 162417, 166785, 1716, 1738, 1757, 18, 1841, 1890, 191, 1962, 197131, 197322, 199221, 200205, 200931, 2035, 2038, 2108, 2109, 2110, 2184, 2203, 2222, 222546, 226, 2271, 229, 2304, 23474, 23534, 23600, 2539, 25821, 25915, 2592, 2593, 25974, 26227, 2623, 26235, 26276, 2628, 2629, 2639, 2643, 26503, 2653, 2694, 27031, 27034, 27232, 27247, 27249, 2731, 2744, 275, 2752, 2821, 28234, 283209, 284086, 284184, 286, 2876, 28962, 28976, 29078, 291, 29127, 2936, 2995, 29958, 29960, 29968, 3000, 3028, 3030, 3033, 3034, 3054, 3098, 3145, 3155, 3242, 326625, 3376, 340024, 3418, 3479, 348932, 35, 351, 3592, 3594, 3615, 3643, 3663, 3664, 37, 3712, 3735, 374291, 374354, 374879, 3783, 383, 387787, 388962, 389434, 39, 3930, 3939, 3980, 4041, 405753, 4067, 4143, 4190, 4204, 4285, 4312, 4329, 435, 4353, 4358, 440, 443, 445, 4508, 4509, 4522, 4524, 4535, 4536, 4537, 4538, 4540, 4541, 4547, 4548, 4552, 4556, 4558, 4564, 4565, 4566, 4567, 4571, 4574, 4575, 4577, 4578, 4594, 4645, 4694, 4695, 4700, 4709, 4715, 4716, 4718, 4719, 4720, 4722, 4723, 4724, 4726, 4728, 4729, 4780, 4846, 4929, 4953, 4976, 498, 4982, 501, 5015, 5048, 50484, 50506, 5052, 5053, 506, 50640, 5091, 5092, 5096, 5105, 5106, 51079, 51103, 51116, 51119, 51218, 51241, 51251, 51293, 513, 51300, 514, 51473, 5160, 51601, 51660, 5172, 51733, 5195, 5205, 5213, 5230, 5244, 5277, 5313, 5314, 5328, 540, 54148, 5428, 5443, 5450, 54532, 54539, 54658, 54704, 54716, 54914, 54931, 54968, 55065, 55343, 5551, 55532, 55572, 55610, 55670, 55687, 55699, 55768, 55788, 55863, 5589, 55898, 5625, 56652, 56922, 570, 57003, 57017, 57176, 5723, 57539, 57680, 5805, 5824, 5825, 5826, 5828, 5832, 5860, 594, 6005, 6006, 6007, 6091, 617, 6309, 6341, 63894, 6390, 63931, 64087, 644, 6513, 6514, 6521, 6528, 6531, 6554, 6569, 6573, 6584, 6689, 6697, 6708, 6710, 6711, 6718, 6888, 6898, 6948, 6999, 7019, 7038, 7080, 7173, 7252, 7253, 7319, 7355, 7385, 7390, 763, 7849, 788, 79053, 79133, 7915, 79258, 79631, 79736, 79783, 79944, 79989, 80222, 80224, 80270, 8050, 8085, 8260, 84033, 84693, 8482, 84833, 84896, 84947, 8573, 8647, 8659, 875, 8802, 8803, 8942, 90161, 9054, 9056, 90624, 91147, 9131, 91647, 91942, 9338, 9361, 9377, 9414, 9420, 9451, 9493, 9652, 9966, 9968, 9971, 9997",12,0,397,409
Abnormal circulating cholesterol concentration,"10165, 1071, 10743, 10806, 11284, 113220, 116519, 123016, 129880, 1581, 1583, 1593, 1717, 1718, 1733, 182, 19, 197131, 20, 2053, 213, 2222, 2273, 23534, 255738, 25839, 2584, 2590, 26119, 2629, 2690, 27241, 27329, 29929, 3064, 335, 336, 338, 338328, 344, 345, 348, 3663, 3931, 3949, 3988, 3990, 4000, 4023, 4040, 4205, 4547, 4645, 4952, 50814, 51128, 5130, 5193, 5256, 5257, 5261, 5373, 5406, 5450, 54585, 5468, 54903, 55212, 55384, 55768, 5660, 5696, 5836, 585, 63036, 6307, 6309, 64240, 64241, 6515, 6609, 6811, 7252, 7681, 7840, 79087, 79188, 79738, 79796, 80184, 80270, 84699, 857, 859, 8694, 8788, 8924, 89910, 9049, 9149, 93627, 9420, 950, 9966","10555, 26580","100033413, 10522, 10682, 10842, 11020, 11145, 132320, 145624, 147007, 157657, 166379, 2010, 201163, 22954, 23064, 23096, 2314, 23224, 23345, 2353, 23533, 23742, 2542, 26160, 2683, 284654, 338433, 3592, 3594, 3653, 388015, 4867, 4868, 49855, 51057, 5244, 537, 54551, 54840, 55186, 55210, 55775, 57122, 582, 583, 6689, 6907, 7274, 791114, 79258, 79989, 80173, 8195, 83550, 84100, 84317, 84984, 9056, 92482",104,2,59,163
Abnormal circulating citrulline concentration,"435, 445, 5009, 9056",,"10157, 10165, 10166, 1373, 162417, 29960, 4508, 4535, 4536, 4537, 4538, 4540, 4541, 4566, 4567, 4577, 4578, 498, 5105, 5832, 763",4,0,21,25
Abnormal circulating copper concentration,"1174, 1317, 1356, 162, 22796, 23545, 2495, 537, 538, 540, 9997","11019, 1629, 1737, 1738, 1743, 5160, 51601","147007, 166378, 9197",11,7,3,14
Abnormal circulating globulin concentration,"213, 567",,"2495, 26191, 3106, 3123, 4261, 5054, 5340, 5993, 5994, 7018, 8625, 8974",2,0,12,14
Abnormal circulating gonadotropin concentration,"1528, 1583, 1586, 190, 2100, 23312, 23414, 2488, 2492, 2626, 2661, 2796, 367, 3730, 3814, 3972, 3973, 4214, 5626, 668, 84634",,"10371, 10734, 1080, 10908, 122402, 125150, 1363, 140801, 144132, 145645, 147872, 148867, 154197, 158401, 164045, 171568, 1730, 196385, 200162, 207, 2074, 2099, 221481, 221711, 2245, 2332, 23395, 23514, 2516, 254394, 254528, 283847, 285498, 286053, 286151, 29893, 317719, 317761, 3295, 340719, 344018, 375307, 389549, 402381, 4438, 4439, 4692, 4771, 4808, 4948, 5015, 50511, 50846, 5155, 5161, 51684, 51741, 5290, 5422, 54456, 5447, 5449, 54551, 54967, 55012, 55366, 56154, 56155, 56159, 56945, 57122, 57647, 57697, 59336, 6091, 63901, 64072, 646, 658, 6598, 6605, 6608, 6638, 6662, 6736, 6845, 6866, 6875, 7015, 7490, 7516, 7555, 7873, 78995, 8022, 8192, 8314, 84225, 84231, 84515, 8468, 84690, 84733, 8626, 8820, 89884, 91057, 9210, 93426, 93953",21,0,110,131
Abnormal circulating insulin concentration,"10210, 10461, 10555, 1056, 109, 1259, 129563, 130557, 1363, 138050, 145226, 196, 208, 2099, 2353, 25794, 2584, 25970, 26060, 2645, 26580, 2746, 284119, 3033, 3172, 3614, 3617, 3630, 3643, 3651, 3767, 388939, 389692, 3952, 3953, 4000, 403, 4160, 4221, 4351, 4751, 4760, 5078, 50939, 5122, 5130, 5325, 5346, 5373, 5443, 54551, 5468, 55975, 57061, 57709, 5949, 60676, 640, 64218, 6492, 6524, 6566, 6778, 6833, 6927, 7287, 7351, 7403, 7681, 7840, 79947, 8100, 8462, 93587","26291, 8452, 857, 9965","10002, 100033413, 10269, 1027, 10594, 11145, 112752, 123016, 1258, 1406, 145624, 157657, 1621, 23020, 23137, 23312, 23370, 23418, 23568, 23742, 24, 24148, 26121, 26160, 2979, 338433, 3419, 3420, 346007, 346171, 3653, 375298, 4117, 4665, 4901, 49855, 51259, 5145, 5148, 5158, 54806, 54914, 54941, 55186, 55624, 55812, 55857, 57545, 57670, 582, 583, 5961, 5995, 6010, 6017, 60509, 6094, 6100, 6101, 6102, 6103, 6121, 6295, 7275, 7399, 7401, 7439, 7528, 762, 768206, 79048, 791114, 79797, 79934, 8085, 84100, 84140, 8481, 8842, 8924, 9128, 9129, 92211, 9227, 92840, 94137, 9742, 9785",74,4,88,162
Abnormal circulating iron concentration,"1356, 148738, 164656, 23166, 2495, 2512, 27086, 3077, 4891, 51095, 5277, 5313, 55240, 57817, 650, 7036",7037,"1294, 29127, 617, 64170, 6499, 9493, 9652",16,1,7,23
Abnormal circulating isoleucine concentration,"10295, 152926, 506, 587, 594",,1738,5,0,1,6
Abnormal circulating lactate dehydrogenase concentration,"10165, 10312, 10531, 1376, 148789, 1605, 1719, 2218, 226, 23175, 23230, 238, 2623, 2729, 28976, 3043, 3075, 3123, 3158, 3162, 34, 3426, 3717, 389421, 3939, 3945, 4179, 4512, 4514, 4522, 4598, 4609, 4952, 5213, 5277, 5339, 54543, 54790, 54888, 55624, 5698, 57104, 57169, 57531, 5828, 596, 6005, 604, 6208, 6303, 6573, 6696, 6718, 6786, 7157, 79147, 8398, 84033, 84197, 84892, 859, 8929, 90523, 9056, 9131",,"101101692, 10329, 10585, 10661, 11041, 11200, 1130, 1282, 146059, 2313, 2548, 2694, 2821, 29954, 339855, 3492, 3654, 3783, 3988, 4004, 4352, 4613, 5294, 5925, 6006, 6007, 64241, 64374, 6521, 6775, 729920, 7504, 79650, 811, 9215, 9493, 9780",65,0,37,102
