Gene Set Name,Common Genes,Newly Added Genes,Lost Genes,# Common,# New,# Lost,# Original
Visual field defect,"10002, 100151683, 10059, 10083, 10210, 10381, 10461, 10518, 10594, 11200, 1121, 112476, 11277, 114902, 1181, 123016, 124590, 1258, 1259, 1261, 1281, 1282, 128338, 130557, 138050, 1406, 145226, 1462, 1499, 1545, 157657, 167691, 1678, 169522, 196, 2022, 207, 2202, 2232, 22901, 22926, 22999, 23020, 23093, 23418, 23600, 23746, 2395, 24, 24148, 2475, 256471, 25794, 25861, 26121, 26504, 2652, 27349, 2776, 2779, 2780, 282809, 285440, 2908, 2956, 2978, 3000, 3075, 3098, 3105, 3106, 326, 3426, 344658, 346007, 3614, 3617, 3717, 375298, 3769, 3845, 388939, 403, 4117, 4221, 4292, 4352, 4436, 4488, 4508, 4511, 4512, 4513, 4514, 4519, 4535, 4536, 4538, 4539, 4540, 4541, 4547, 4595, 4647, 4653, 472, 4720, 4751, 477, 4771, 4901, 4942, 4976, 50, 50484, 50939, 50964, 51102, 51109, 5145, 5146, 5148, 5149, 5155, 5158, 51684, 5189, 5190, 5191, 5192, 5193, 5194, 5195, 5290, 5395, 5426, 5428, 54471, 5456, 546, 54714, 54806, 55605, 55624, 55812, 55857, 55901, 55975, 57096, 57709, 582, 5828, 583, 5830, 5956, 5959, 5961, 5995, 6010, 6011, 6017, 60509, 6094, 6100, 6101, 6102, 6103, 6121, 6224, 6295, 6323, 6389, 64072, 64218, 64802, 65217, 6533, 6598, 6608, 673, 6785, 686, 7025, 7049, 7066, 7078, 7157, 7275, 7287, 7399, 7401, 7439, 7466, 755, 768206, 778, 7840, 7846, 79152, 79628, 79797, 79947, 79955, 80207, 80781, 8100, 8216, 8314, 83394, 83723, 84059, 84131, 84140, 84231, 84233, 84277, 84816, 8799, 8842, 9049, 9094, 9101, 9128, 9129, 92211, 9227, 93589, 9364, 9371, 9409, 94137, 9445, 9742, 9785, 9927","5308, 55209","10000, 1001, 10058, 10283, 10383, 10560, 10576, 10733, 10806, 10908, 10939, 10992, 11020, 11190, 112752, 1201, 1280, 1297, 1298, 129880, 1299, 1301, 1302, 134359, 136371, 148398, 1495, 1509, 157680, 16, 166379, 166647, 170692, 1737, 182, 1836, 200205, 201973, 22897, 22954, 2301, 23059, 23065, 23078, 23090, 23155, 23322, 23370, 23404, 23554, 23568, 23590, 25974, 26090, 26146, 26160, 261734, 26191, 27031, 27130, 27229, 27241, 2784, 283375, 284161, 284217, 28981, 28982, 2916, 2979, 29894, 3035, 3052, 3123, 3166, 3419, 3420, 343035, 343171, 345193, 347733, 368, 3832, 388403, 388531, 390595, 392255, 401, 401124, 4036, 4041, 4043, 406987, 407, 4072, 4308, 4327, 440435, 4558, 4564, 4566, 4567, 4568, 4572, 4574, 4575, 4577, 4578, 4598, 4693, 4760, 4863, 4867, 49855, 4990, 5015, 5076, 5080, 51057, 51094, 51095, 51259, 5130, 51594, 51816, 5230, 5264, 5322, 5378, 5424, 54585, 54880, 54903, 55181, 55212, 55213, 55214, 5538, 55670, 5631, 56623, 57010, 57545, 57670, 57728, 5824, 585, 59336, 5949, 5950, 60506, 611, 6247, 6314, 64132, 64412, 6452, 64834, 65062, 652, 65250, 657, 6605, 6694, 675, 7003, 7015, 7048, 726, 7274, 762, 773, 7837, 7867, 79140, 79644, 79659, 79665, 79738, 79848, 79934, 80025, 80150, 80173, 80184, 80201, 80216, 8195, 8322, 83550, 83552, 83715, 83854, 83872, 84100, 84146, 84189, 84196, 84570, 84572, 84695, 8481, 84839, 84984, 85015, 8504, 85378, 8565, 8754, 8787, 8891, 8974, 8985, 91137, 91147, 91452, 91574, 9187, 92482, 92840, 9497, 95681, 9657, 9692, 9699, 9997",235,2,226,461
Impaired mastication,"10381, 1134, 122622, 1896, 2260, 23175, 23394, 27245, 2773, 2902, 3211, 3664, 3679, 3908, 3913, 4040, 4487, 4512, 4514, 4633, 4762, 5083, 51126, 57190, 58, 5818, 7039, 7169, 7170, 7480, 79912, 80326, 8292, 84033, 8974","1029, 146713, 199, 2353, 3212, 3423, 627, 8313, 9464","10667, 128178, 23516, 26191, 284058, 3106, 3123, 51776, 5528, 57679, 5837, 64388, 7341, 8367, 8626, 91574, 9200",35,9,17,52
Abnormal posturing,"1678, 1861, 5621, 80025, 84909","23646, 256471, 2774, 3251, 55145, 5610, 586, 63982, 64601, 7415, 7988, 8575, 8910, 9757","57724, 5826",5,14,2,7
Abnormal bronchoalveolar lavage fluid morphology,"10092, 1314, 1438, 1439, 21, 3123, 4938, 56244, 6439, 6440, 653509, 7015, 7080, 727897, 729238, 826, 9056","1437, 2919, 3717, 3852, 4316, 4321, 4586, 6373, 6774, 7099","4141, 7012",17,10,2,19
Cafe-au-lait spot,"10283, 1387, 161742, 2175, 2177, 2188, 2189, 2767, 284058, 2956, 3845, 4149, 4254, 4292, 4436, 472, 4763, 4893, 50940, 5290, 5324, 5395, 55120, 55654, 5573, 5605, 5728, 5781, 5932, 5979, 6390, 6392, 641, 6663, 672, 673, 675, 7248, 7249, 7428, 79728, 8036, 8216, 867",,"100144748, 10058, 10060, 1028, 10459, 10483, 10519, 11253, 11322, 117581, 1186, 1315, 147138, 151188, 157570, 197131, 2033, 205717, 207, 2072, 2176, 2178, 2187, 220296, 22907, 23095, 23129, 23135, 2475, 2783, 285590, 29089, 3458, 3479, 3481, 3574, 3659, 4076, 4221, 4683, 473, 4771, 5116, 51729, 5426, 54543, 5500, 55023, 55159, 55215, 55240, 55719, 5594, 5604, 57680, 57697, 5888, 5889, 5894, 5980, 6391, 6418, 64682, 64864, 6499, 6548, 6595, 6874, 699, 701, 7156, 7403, 7516, 8085, 8091, 8242, 8367, 83990, 84464, 8626, 8936, 9184, 9319, 9652, 9702, 9898, 9968",44,0,87,131
Abnormal length of corpus callosum,"129685, 2355, 7355",89797,"10073, 197, 1974, 3694, 4047, 5162, 57282",3,1,7,10
Ventricular fibrillation,"10008, 100134444, 10021, 10060, 10142, 10345, 10371, 1188, 128989, 1717, 1804, 1832, 23171, 23630, 253017, 2556, 2992, 37, 3752, 3753, 3757, 3759, 3764, 3784, 4607, 4633, 4634, 51422, 5318, 54539, 54795, 55800, 6262, 6324, 6327, 6331, 6336, 6337, 6508, 6559, 6640, 70, 7134, 775, 781, 783, 7871, 801, 805, 808, 845, 9529","115992, 152687, 22926, 282996, 306, 317649, 406, 51554, 581, 596, 7137, 7273, 7494, 90592, 9782","144245, 2318, 29098, 4000, 5350, 779, 9992",52,15,7,59
Prominent antihelix,"1861, 2121, 2736, 4247, 51322, 6567, 7025, 7994, 80055, 8241, 9401, 9896",,"132884, 23431, 29998, 9230",12,0,4,16
Renal agenesis,"10149, 10210, 10371, 10516, 1062, 1080, 10806, 10847, 10907, 11224, 1161, 128674, 158326, 163786, 1717, 1822, 1848, 1859, 1911, 2006, 2074, 2138, 2175, 2176, 2177, 2187, 2253, 2260, 2263, 22827, 22995, 23310, 23426, 23767, 259266, 25970, 26123, 2619, 26227, 2623, 2625, 26281, 2674, 2736, 2737, 284252, 284403, 285025, 29920, 3239, 341640, 348180, 3640, 3730, 374654, 389549, 392255, 4176, 50814, 5087, 50937, 51259, 51729, 51816, 54361, 546, 55012, 55027, 55252, 55262, 55503, 55636, 55717, 5573, 57167, 5727, 57465, 57466, 5781, 5908, 5979, 60675, 6091, 6133, 6138, 6141, 6155, 6160, 6204, 6218, 6223, 6224, 6229, 6231, 6232, 6234, 6235, 63895, 64324, 6491, 6495, 6496, 65250, 6651, 6811, 6862, 6870, 6899, 6928, 6997, 7020, 7109, 7148, 7403, 7473, 7484, 7518, 7546, 7547, 78987, 79023, 79228, 79583, 79625, 79648, 79728, 79971, 80000, 80199, 80254, 8085, 81839, 8481, 84879, 8496, 84976, 8516, 8626, 8928, 90121, 91147, 91801, 9394, 9653, 9662, 9928, 998","10736, 2798, 5076, 652, 80144, 8204, 9096, 9557","10015, 1021, 10262, 10297, 10992, 11113, 1630, 1718, 2178, 2188, 2189, 23141, 25778, 25914, 26057, 27031, 2783, 284086, 28514, 29081, 317662, 3417, 4038, 412, 4149, 4838, 51360, 5147, 51684, 5286, 5293, 5447, 54499, 54756, 54903, 55120, 5518, 55191, 55755, 55788, 55835, 57082, 57511, 5832, 6125, 6132, 6135, 6154, 6165, 6201, 6210, 6301, 6469, 6663, 6884, 7050, 7453, 7750, 81848, 8294, 8820, 8822, 8942, 90417, 92002, 9276, 9851",147,8,67,214
Abnormality of chorioretinal pigmentation,"10166, 1638, 26191, 3458, 355, 4942, 5080, 54551, 65082, 7439, 7490","10002, 138050, 1462, 167691, 285440, 55213, 5995, 7399, 79840, 83552","125988, 3123, 6492, 7248, 7249",11,10,5,16
Focal motor status epilepticus,"221927, 23031, 2554, 2566, 29960, 5138, 5428, 56652, 56997, 57107, 57526, 6323, 6324, 6326, 79736","10667, 1106, 3737, 4644, 477, 478, 5536, 79731","10991, 6335",15,8,2,17
Hypolipoproteinemia,"10165, 10806, 116519, 123016, 129880, 166379, 19, 2222, 23742, 2590, 26119, 26160, 2629, 2683, 27241, 27329, 29929, 335, 338, 338328, 348, 3931, 3988, 4000, 4547, 51057, 51128, 5130, 54551, 5468, 54903, 55212, 5696, 582, 583, 585, 63036, 6307, 6609, 7681, 7840, 791114, 79738, 80184, 8195, 84100, 84699, 8924, 9056, 950","1589, 255738","100033413, 11020, 11145, 132320, 145624, 157657, 22954, 338433, 345, 3653, 4867, 49855, 54585, 55768, 80173, 83550, 84984, 9049, 92482",50,2,19,69
Lymphoproliferative disorder,"1503, 3561, 3702, 3845, 4173, 4615, 4893, 50485, 51816, 5580, 6789, 7454, 7535, 84061, 939, 970, 987",4068,,17,1,0,17
Poor fine motor coordination,"10020, 112476, 1630, 2146, 2395, 3064, 54332, 55157, 6323, 63895, 8050, 93986, 9927",4204,"100033413, 10079, 10126, 10324, 10681, 10743, 112755, 145624, 1523, 1760, 2258, 2332, 23742, 253738, 2554, 2563, 2566, 25974, 267010, 338433, 348980, 3653, 388015, 390594, 4703, 51109, 54551, 54914, 54974, 5521, 55384, 55532, 5621, 57094, 57526, 58, 5888, 6324, 6326, 6335, 6515, 7169, 7170, 7415, 7681, 7840, 7852, 791114, 81846, 84059, 84665, 8788, 8924, 91574, 9423, 9839",13,1,56,69
Atrioventricular canal defect,"1000, 10265, 11020, 118856, 132884, 137814, 1482, 168507, 1717, 1770, 2072, 2121, 2187, 219844, 22827, 2294, 23129, 23476, 23522, 25790, 25885, 2626, 2627, 2653, 2657, 27152, 2735, 2737, 28952, 4750, 4838, 50619, 51057, 5566, 5567, 5587, 55997, 56896, 5781, 5894, 673, 6899, 6910, 7026, 7204, 7403, 7547, 78987, 79813, 79989, 8216, 8318, 90416, 9939",653,"100128908, 11193, 11198, 2200, 220136, 4054, 4087, 51626, 57020, 83475, 83871, 93, 9361, 9719, 9897",54,1,15,69
Methylmalonic aciduria,"166785, 197322, 23417, 25974, 27249, 3054, 326625, 4329, 4594, 5052, 55788, 5826, 6948, 84693, 8802, 8803",,"119559, 132001, 2694, 4548, 4552, 51293, 55699",16,0,7,23
Epileptic spasm,"10381, 10641, 11152, 11212, 112476, 112939, 116115, 128989, 150094, 221692, 23154, 23236, 23327, 23499, 2475, 26040, 26047, 26227, 2775, 2776, 283989, 29968, 340533, 3745, 3785, 4191, 4204, 4761, 4905, 4915, 5048, 51227, 51506, 5160, 51741, 51807, 523, 5277, 5290, 5297, 535, 538, 5530, 55325, 55361, 55768, 57465, 5813, 6323, 6324, 6326, 6334, 6487, 6506, 6509, 6513, 6529, 6595, 6709, 6711, 6812, 6904, 7248, 7249, 7280, 7283, 7355, 7358, 7846, 79718, 79751, 79876, 80036, 80704, 8131, 81603, 8243, 8496, 8831, 8867, 9091, 92609",,"1000, 10000, 100151683, 10297, 10565, 10617, 10659, 10695, 10815, 1106, 1107, 11284, 11342, 116461, 1173, 1183, 1327, 140679, 1468, 1496, 161725, 1641, 166378, 170302, 1759, 1798, 1917, 1974, 199857, 2073, 2192, 2271, 22845, 22854, 23030, 23097, 23219, 23312, 253959, 2556, 2562, 2566, 2571, 25885, 25930, 25974, 26235, 26275, 2639, 2653, 27133, 27286, 2752, 2782, 2801, 284184, 2898, 2902, 2903, 2904, 2917, 3054, 3098, 343450, 3458, 347733, 3736, 3747, 387119, 4076, 4247, 427, 443, 4508, 4535, 4536, 4537, 4538, 4540, 4541, 4566, 4567, 4577, 4578, 478, 490, 501, 51091, 51112, 51294, 51362, 51412, 51645, 527, 55275, 55699, 55739, 55780, 5594, 56479, 56947, 57468, 57582, 57647, 58497, 60558, 6792, 686, 728294, 774, 78987, 79029, 79042, 79813, 79868, 80746, 84320, 8449, 8452, 84896, 85365, 85440, 8573, 8803, 92335, 9289, 9326, 9361, 9568, 9681, 9759, 9853",82,0,132,214
Abnormality of the phalanges of the 2nd finger,"2263, 27152, 3239, 6910, 8200, 9742",7227,"10847, 1280, 2077, 4613, 50814, 56992, 650, 658, 727857, 7291, 860, 9896",6,1,12,18
Clitoral hypertrophy,"10293, 10555, 114034, 1584, 1717, 2232, 2263, 23414, 2353, 2516, 26580, 284654, 3284, 3643, 367, 4214, 51053, 51741, 5447, 5468, 57492, 57647, 6662, 6736, 7490, 80144, 81857, 89910, 9562, 9896","1588, 284119, 4774, 5290, 857","10225, 1349, 157570, 1583, 190, 197131, 22995, 23522, 23594, 2571, 2626, 3052, 3293, 4659, 471, 4998, 5000, 5189, 5190, 5192, 5193, 5194, 5195, 545, 54539, 55670, 55697, 5824, 5828, 5830, 6845, 6888, 81620, 8318, 8504, 8799, 92002, 9409, 990",30,5,39,69
Abnormal calcification of the carpal bones,"4921, 5167",,"10568, 10682, 23592, 368",2,0,4,6
Mandibular aplasia,"1349, 3052, 5015, 51053, 56975, 81620","4488, 57045, 9343, 9464","23594, 4998, 5000, 5396, 54539, 8318, 990",6,4,7,13
Abnormal blood inorganic cation concentration,"100134444, 10056, 10155, 1026, 1027, 1028, 10297, 1030, 10312, 10568, 10686, 11281, 114049, 1175, 1186, 1187, 1188, 120227, 129563, 129607, 1312, 135886, 140803, 1436, 147372, 149461, 1497, 149775, 155368, 155382, 1576, 1591, 1594, 1621, 1743, 1758, 1788, 1950, 197131, 2006, 2034, 221037, 2271, 229, 23095, 23175, 23516, 249, 2556, 2591, 2625, 2719, 2767, 2778, 2783, 2812, 283120, 28962, 2969, 29887, 3030, 3032, 3117, 3119, 3123, 326, 37, 3712, 3758, 3766, 3939, 3984, 406932, 4149, 4191, 421, 4221, 4512, 4514, 476, 4763, 4854, 486, 5092, 50943, 51085, 5159, 51604, 5167, 5251, 5286, 5442, 54487, 54532, 54805, 54809, 54949, 5495, 55151, 55532, 55636, 55654, 55811, 56172, 56244, 5741, 5745, 595, 596, 5978, 5979, 6023, 604, 6239, 6261, 6389, 6390, 63901, 6391, 6392, 64116, 64324, 6519, 6521, 6523, 653361, 6557, 6559, 6569, 6575, 6804, 6899, 6905, 695, 7074, 7204, 7227, 7290, 7353, 7421, 7428, 7461, 7490, 760, 775, 779, 7809, 78987, 79087, 79577, 79633, 79823, 8074, 83483, 8402, 84033, 8456, 846, 8468, 857, 8600, 8675, 8792, 9031, 9071, 9247, 9319, 9365, 9508, 9569, 9581, 9632, 9842",5348,"1031, 130340, 142680, 26525, 26608, 3492, 50628, 5155, 54914, 54938, 55764, 58528, 5982, 64864, 675, 7458, 7543, 79879, 8214, 8220, 84163, 84277, 84876, 9213, 9646, 9993",173,1,26,199
Overfriendliness,"2006, 23524, 2969, 3984, 5982, 84163, 9569",5021,"114049, 135886, 155368, 155382, 23126, 23389, 26608, 283489, 284058, 5283, 653361, 6595, 6804, 7458, 7461, 83479, 84277, 8468, 9031",7,1,19,26
Herpes simplex encephalitis,"29110, 3661, 6772, 7098, 7187, 81622","256691, 2638, 5494, 57506, 7494","10525, 148022, 3071, 677814",6,5,4,10
Color vision defect,"10002, 10059, 10210, 10594, 10939, 1121, 114902, 123016, 1258, 1259, 1261, 128338, 132320, 1406, 145226, 167691, 23020, 23093, 23418, 23746, 24, 256471, 26121, 26504, 2652, 27241, 2780, 282809, 2916, 2978, 3000, 346007, 375298, 388939, 403, 4308, 440435, 4867, 4901, 4976, 5080, 50939, 51057, 5145, 5146, 5148, 5149, 5158, 51594, 5428, 54714, 54765, 55212, 55857, 55975, 57010, 57096, 57545, 582, 583, 585, 5950, 5956, 5961, 5995, 6011, 6017, 60506, 60509, 6094, 6100, 6101, 6102, 6103, 611, 6121, 64802, 65018, 6663, 7287, 7399, 7401, 7439, 778, 79738, 80184, 80207, 8195, 83723, 84140, 8754, 8842, 9129, 92211, 9227, 93589, 94137, 9785, 9927",,"10371, 10461, 10806, 11020, 112752, 11315, 120892, 128674, 129880, 130557, 138050, 157657, 1630, 166379, 1678, 1848, 196, 224, 2253, 2259, 2260, 22880, 22926, 22954, 2296, 22999, 23370, 23568, 23767, 24148, 25794, 26160, 27349, 27429, 2779, 2784, 285025, 285440, 2979, 3419, 3420, 345193, 3614, 3617, 3730, 389549, 390595, 4117, 4508, 4512, 4514, 4519, 4535, 4536, 4538, 4539, 4540, 4541, 4547, 4720, 4751, 49855, 50, 5071, 51102, 51259, 5420, 54585, 54756, 54806, 54832, 54903, 55624, 55636, 55717, 55812, 57670, 57709, 5949, 6010, 60675, 6295, 64218, 6622, 6785, 6870, 7084, 7275, 7345, 755, 762, 768206, 79152, 79625, 79797, 79934, 79947, 80173, 8100, 81848, 83394, 84100, 84131, 84233, 84277, 8481, 84816, 84839, 84984, 8566, 8820, 8822, 8867, 9094, 9128, 91574, 9187, 92482, 92840, 9364, 9394, 9742, 9829",99,0,123,222
Decreased circulating copper concentration,"1174, 1356, 162, 22796, 537, 538, 9197","6647, 7422",147007,7,2,1,8
Abnormal speech discrimination,"79188, 81624, 9131",,"11133, 23250",3,0,2,5
Frontal cortical atrophy,"23230, 27245, 29954, 4208, 55681, 7415, 80208","100528016, 157574, 203228, 2521, 4137, 51384, 79019","1528, 1727, 25973, 2892, 3097, 4983",7,7,6,13
Dementia,"10059, 10133, 10229, 10347, 10382, 10452, 10558, 10577, 10715, 10846, 10891, 11152, 11277, 1161, 116442, 1201, 120892, 126, 126129, 1282, 1356, 1436, 1471, 1476, 1540, 154881, 1593, 16, 1610, 1639, 1678, 1716, 1737, 1786, 1822, 1890, 203228, 2055, 2066, 2072, 215, 23025, 23230, 2332, 23400, 23435, 23503, 2512, 2521, 25793, 2581, 25814, 25974, 25978, 26058, 2629, 2632, 27429, 2760, 283, 2896, 2908, 29110, 29978, 3064, 3073, 311, 3119, 3178, 3181, 348, 351, 378884, 3980, 4001, 400916, 410, 4137, 427, 4287, 4311, 4353, 4508, 4512, 4513, 4514, 4535, 4538, 4540, 4541, 4576, 4694, 4744, 4750, 4846, 4854, 4864, 493856, 4976, 50484, 5052, 5071, 51142, 51324, 5155, 5159, 51704, 51816, 5216, 523, 5274, 529, 5328, 540, 5420, 54209, 5428, 5444, 5445, 5446, 54476, 546, 54664, 54822, 54832, 54840, 54982, 5521, 55737, 5575, 55830, 5621, 5630, 5654, 5660, 5663, 5664, 56910, 56978, 57338, 57505, 57704, 6311, 6315, 6389, 6390, 64072, 644096, 65018, 6620, 6622, 6647, 6653, 6683, 673, 6908, 7072, 7080, 7157, 7276, 7277, 7305, 7345, 7415, 7466, 7957, 80025, 80208, 80217, 8029, 80331, 8148, 83636, 8398, 8722, 8867, 8878, 899, 9101, 9213, 9217, 9445, 950, 9627, 9782, 9829, 9896","274, 276","100996717, 10908, 1130, 11315, 129607, 144165, 1981, 219285, 22, 23317, 23545, 2639, 2694, 2733, 284111, 3664, 4509, 4511, 4519, 4556, 4558, 4564, 4566, 4567, 4568, 4572, 4574, 4575, 4577, 4578, 4693, 4929, 51360, 549, 56652, 57462, 5832, 58494, 6392, 6575, 755, 79641, 79903, 84196",187,2,44,231
Blepharophimosis,"10075, 10082, 10265, 10269, 10584, 10801, 10907, 10982, 11011, 1123, 135886, 1387, 1399, 155382, 2006, 2033, 2074, 2177, 2290, 22995, 23522, 246329, 2697, 27086, 27316, 284252, 286, 3187, 3339, 3759, 387, 388015, 3981, 3984, 4204, 4297, 4621, 473, 4781, 5077, 51085, 51339, 54487, 545, 55209, 55384, 55733, 5648, 57167, 57459, 57539, 5982, 6299, 63895, 64093, 64220, 6595, 6608, 6662, 668, 6804, 6899, 6913, 7461, 7543, 7862, 78989, 79633, 79718, 8214, 8220, 84163, 84231, 84295, 8450, 8468, 8621, 8626, 8642, 8788, 89910, 9031, 91179, 9569, 9702, 9759, 9935, 9968","1025, 23102, 55975, 57178, 9244","10526, 10664, 10992, 11117, 114049, 1281, 155368, 165, 1788, 199857, 203068, 2067, 2200, 2201, 2202, 22931, 25, 26608, 26834, 27238, 284058, 2969, 29895, 30008, 3845, 4015, 4054, 4087, 4088, 4089, 444, 4593, 4613, 4882, 4883, 4921, 4953, 4998, 523, 529, 5351, 54101, 54880, 54888, 55033, 5557, 55784, 5594, 56937, 60529, 613, 633, 6497, 653361, 672, 7042, 7043, 7046, 7048, 7358, 7458, 7841, 79875, 8076, 81031, 84277, 84464, 875, 9401, 9993",88,5,70,158
Gastrointestinal desmoid tumor,"1499, 25913, 26585, 324, 4595, 657","1994, 23411, 3280, 3660, 3845, 4089, 4352, 4763, 4853, 5424, 5426, 5889, 6934, 7157, 8241, 8915",161742,6,16,1,7
Abnormal cerebellar cortex morphology,5428,11033,"526, 56652, 57465, 87178",1,1,4,5
Absence of the sacrum,"2187, 3110, 4838, 57216, 5745, 6862, 7547, 80199, 81839",,23498,9,0,1,10
Cerebral arteriovenous malformation,"2022, 2658, 3569, 3845, 4089, 5921, 94","2050, 3091, 3516, 3688, 4215, 4851, 5781, 998",,7,8,0,7
Hypocalcemic tetany,"1497, 1758, 2778, 326, 5167, 8456, 8675","140803, 1594, 7045, 846","58528, 63901, 6905",7,4,3,10
Periodontitis,"10312, 1075, 1130, 1281, 165, 1736, 1991, 2248, 2542, 2672, 3689, 4853, 4952, 5073, 51750, 5340, 55343, 7012, 7015, 715, 716, 7298, 7852, 81570, 847, 8546, 92344","10461, 1520, 2214, 3683, 3684, 5175, 7412, 8727","10526, 11117, 2200, 2201, 2202, 25, 26277, 30008, 375056, 4015, 4054, 4087, 4088, 444, 4869, 4882, 4883, 5351, 55033, 55135, 55505, 55612, 55651, 56937, 633, 6497, 6728, 7042, 7043, 7046, 7048, 79650, 79875, 80169, 8076, 81031, 875",27,8,37,64
Medulloblastoma,"1029, 11200, 1499, 171023, 23405, 23432, 324, 4193, 4292, 4683, 51684, 5727, 6598, 675, 7157, 79728, 8518, 9817","100133941, 11126, 1493, 151888, 1978, 201633, 23468, 2735, 2736, 29126, 2918, 3620, 3902, 4609, 4613, 4904, 5133, 51744, 581, 596, 634, 80381, 84868, 8740, 8905, 941, 942, 961, 962",8643,18,29,1,19
Iris transillumination defect,"11234, 114902, 1638, 27151, 4157, 4286, 4948, 54507, 79803, 80781","10457, 1130, 23682, 26137, 3257, 4644, 51151, 5590, 6657, 7299, 7306, 7474, 84062","11152, 388552, 63915, 83938, 91851",10,13,5,15
Ocular albinism,"11234, 26258, 3257, 388552, 4935, 51151, 5590, 63915, 6663, 7299, 79803, 84062, 89781",,"10277, 10630, 1130, 23013, 2563, 3339, 473, 54897, 57724, 63976, 6497, 7798, 8510, 8514, 8546, 8943",13,0,16,29
Ectodermal dysplasia,"1001, 10804, 10913, 112752, 128178, 132884, 1896, 2121, 3229, 4792, 51360, 5317, 55764, 56916, 57539, 5818, 80326, 81607, 8313, 83999, 8517, 8626",,"22861, 284058, 326, 526, 84876",22,0,5,27
Erectile dysfunction,"1026, 1027, 1030, 10371, 128674, 1630, 1848, 190, 207, 2253, 2332, 26012, 26278, 27235, 2796, 2798, 2982, 30061, 3074, 3077, 3662, 367, 3730, 3814, 389549, 4001, 4221, 5155, 5277, 5290, 54756, 55636, 55717, 60675, 650, 654, 6605, 6608, 6663, 6866, 6870, 7015, 79625, 81848, 84231, 84634, 8913, 9049, 9394",4846,"1031, 129607, 148738, 215, 2260, 23767, 2581, 285025, 3043, 4693, 4771, 4808, 5159, 51684, 57462, 57817, 58494, 6315, 64072, 6575, 6598, 7036, 724066, 7276, 79903, 8314, 83550, 8820, 8822, 9213",49,1,30,79
Past medical history,"10309, 10699, 11330, 1188, 123872, 1280, 128674, 1374, 139212, 1482, 152110, 1583, 1584, 161582, 1725, 1767, 1770, 200373, 2006, 2033, 2147, 2153, 2161, 2162, 2165, 219736, 2200, 2215, 2232, 2253, 2301, 2302, 23040, 23639, 25981, 2619, 2697, 27019, 2736, 3030, 3039, 3040, 3075, 308, 3350, 339829, 3426, 345895, 346171, 352909, 3664, 368, 3691, 3767, 3930, 4000, 405753, 4087, 4088, 4089, 4179, 4306, 4311, 4524, 462, 4629, 4638, 4838, 4952, 50506, 50511, 5053, 51314, 5167, 51684, 5205, 5244, 5325, 5339, 5447, 5468, 54768, 54919, 54973, 55036, 55172, 55870, 5592, 5626, 5727, 59, 6103, 6469, 6528, 6559, 6657, 6690, 6833, 6927, 6997, 7042, 7043, 7046, 7048, 7050, 7173, 7201, 7253, 788, 8076, 8382, 83861, 84976, 85452, 8626, 8647, 8701, 92749, 9518, 9971","488, 5156, 5914, 7015","101101692, 11342, 115399, 115948, 1585, 1588, 199713, 221421, 2260, 23493, 246176, 2622, 27148, 28514, 286204, 30008, 3376, 345643, 3655, 374407, 388389, 389434, 4015, 4144, 4487, 4846, 5015, 50937, 51364, 5449, 54970, 55130, 56683, 57061, 57211, 57216, 5818, 64446, 6496, 6658, 6674, 6711, 7038, 7252, 7355, 7546, 79703, 79875, 79925, 80199, 8022, 81839, 8260, 83538, 83544, 8481, 85016, 85478, 8820, 8928, 89765, 89884, 93233, 9915",120,4,64,184
Abnormality of the glabella,"1009, 112858, 1487, 2200, 340419, 3954, 4763, 51594, 5277, 53834, 54973, 55252, 55384, 55617, 55656, 57688, 6711, 7468, 8092, 8405, 8788, 8813, 92255",2260,"10815, 29998, 388015, 54517, 79639, 8367",23,1,6,29
Ectopic anterior pituitary gland,"2736, 3170, 5449, 5626, 6658, 8820",6091,"5015, 8312, 89884",6,1,3,9
Alopecia universalis,"326, 3559, 55806, 64065, 7421",121391,"162514, 1832, 197, 4000, 5317, 6635",5,1,6,11
Absent inner dynein arms,"23639, 339829, 352909, 51364, 54970, 56171, 85016","146754, 1767, 1769, 196385, 25981, 345895, 83894, 84217, 8632","123872, 54919",7,9,2,9
Recurrent paroxysmal headache,"2034, 22943, 23095, 4149, 4512, 4513, 4514, 4535, 4538, 4540, 4541, 4763, 55654, 6389, 6390, 6392","10131, 1312, 4210, 477, 478, 6329, 6335, 773","1743, 1788, 2271, 4191, 4558, 4564, 4567, 4572, 4574, 4575, 4578, 54949, 5979, 6391, 7428, 8402",16,8,16,32
Finger aplasia,"10262, 157570, 1749, 1750, 2255, 2261, 2263, 25836, 29980, 50814, 526, 55605, 55636, 57167, 6125, 6223, 6231, 6468, 6469, 658, 6910, 727857, 7480, 8626, 8945, 9401, 9939",374462,"10381, 11224, 1954, 2019, 2072, 2175, 2176, 2177, 2178, 2187, 2188, 2189, 2623, 2697, 340419, 347733, 4000, 401, 4750, 51816, 54101, 55027, 55120, 55159, 55215, 55697, 5718, 58513, 5888, 5889, 6132, 6133, 6135, 6138, 6141, 6154, 6155, 6160, 6165, 6201, 6204, 6210, 6218, 6224, 6229, 6232, 6234, 6235, 64093, 64327, 64840, 6651, 6926, 7204, 7476, 7516, 7846, 79728, 7979, 84464, 8452, 84570, 90121, 90459, 9742, 9896",27,1,66,93
