Gene Set Name,Common Genes,Newly Added Genes,Lost Genes,# Common,# New,# Lost,# Original
Esophageal atresia,"128674, 2072, 2177, 2260, 2263, 2294, 3691, 4613, 4990, 5015, 5053, 51729, 55112, 55120, 55636, 57539, 57560, 6023, 6602, 6657, 6658, 7528, 7547, 79659, 8820, 89891, 9343, 9915","10262, 1294, 1723, 23218, 3852, 4072, 4897, 55215, 5599, 57216, 6546, 6909, 6949, 81839, 8826, 9401","10046, 10606, 2187, 3655, 367, 5339, 5422",28,16,7,35
Conjunctival hyperemia,355,23418,"114548, 164, 26191, 3123, 4137, 6472, 7132",1,1,7,8
Limb joint contracture,"1001, 100151683, 10060, 10073, 10084, 10093, 10195, 10216, 10269, 10277, 10280, 10290, 10297, 10381, 10397, 10436, 10466, 10526, 10558, 10585, 10613, 10630, 10664, 10683, 10716, 10765, 10785, 10804, 11011, 11128, 11145, 11160, 112858, 113179, 1140, 114548, 1146, 1161, 117581, 118429, 122622, 1235, 124583, 126792, 1272, 127833, 1280, 1291, 1292, 1293, 1294, 1301, 1302, 1303, 1308, 1353, 1376, 139285, 1399, 145873, 147372, 1490, 157570, 1605, 163175, 170302, 170689, 171023, 1723, 1756, 1785, 1798, 1832, 1836, 1855, 1857, 1859, 1889, 1947, 1954, 1984, 199857, 2010, 203859, 2067, 2068, 2072, 2073, 2074, 210, 2137, 2146, 215, 2157, 219854, 2200, 2201, 2218, 2239, 2245, 2260, 2261, 2273, 22880, 22978, 23013, 23102, 23141, 2316, 23219, 23224, 23259, 23291, 23299, 23321, 23327, 23387, 23443, 23512, 23516, 23522, 23529, 23556, 2535, 2563, 257, 25836, 25914, 259232, 25942, 26053, 26090, 26092, 26123, 26137, 2617, 26227, 26229, 2645, 2673, 2697, 2705, 2706, 27145, 2719, 27238, 2737, 274, 2783, 2799, 285175, 285489, 285590, 28952, 28982, 2902, 291, 2972, 29895, 29925, 29968, 3074, 3094, 3098, 3123, 3178, 3181, 3239, 3265, 3315, 3339, 339855, 340419, 342035, 3425, 3481, 3508, 3572, 3630, 3651, 3663, 3679, 3691, 3714, 3720, 3728, 3767, 3798, 3835, 3848, 3857, 3868, 388015, 3897, 3908, 3914, 3930, 3955, 3977, 4000, 400569, 4010, 4087, 4088, 4141, 4204, 4297, 4312, 4313, 4556, 4593, 4604, 4621, 4632, 4633, 4649, 4654, 4703, 473, 4747, 4773, 4920, 4921, 4927, 4929, 4952, 4976, 497661, 4998, 5077, 51002, 51053, 51091, 51114, 513, 51305, 51360, 51506, 5159, 51633, 51651, 51715, 51776, 5189, 5190, 5277, 5286, 529, 5296, 5297, 5339, 5352, 5376, 54332, 5447, 545, 54551, 54681, 54828, 54880, 54888, 54897, 54903, 54968, 55131, 5528, 55315, 55384, 55628, 55644, 55681, 55746, 55768, 55790, 5590, 55906, 5594, 55958, 56006, 56916, 5696, 57038, 57122, 57190, 57211, 57222, 57282, 57449, 5745, 57492, 57679, 57731, 57863, 58, 5830, 5832, 5913, 59341, 6023, 60386, 60681, 6261, 6263, 6329, 6389, 63895, 6390, 6392, 63976, 64093, 64116, 64127, 64131, 64324, 64327, 64359, 644096, 64419, 6442, 64423, 6445, 6469, 64840, 64841, 65055, 6509, 65109, 6536, 6572, 6616, 6628, 6662, 6709, 6774, 6811, 6833, 6840, 6874, 6909, 6913, 6926, 6999, 7020, 7042, 7043, 7046, 7048, 7136, 7138, 7140, 7169, 7170, 72, 7227, 7273, 729920, 7317, 7355, 7390, 7407, 7474, 7476, 7798, 7846, 79147, 79158, 79188, 79644, 79693, 79912, 79932, 80204, 80208, 80232, 80816, 8092, 81620, 81857, 819, 8200, 8242, 8243, 825, 8260, 8270, 8294, 8318, 83636, 83932, 84065, 84068, 84265, 84295, 84340, 84342, 8443, 84466, 8449, 8450, 84520, 84570, 84572, 84667, 84942, 84992, 8506, 8510, 8514, 8517, 85365, 8566, 857, 8626, 87178, 8788, 8813, 8838, 9051, 91137, 91179, 91252, 9150, 9200, 9215, 92255, 9231, 9241, 9244, 9427, 9487, 9499, 9508, 9531, 9653, 9719, 9757, 9791, 9894, 9896, 9898, 990, 9935, 9968, 9990","3423, 3816, 91754","10491, 1075, 11014, 11117, 11285, 121340, 1277, 1278, 1281, 1297, 1298, 1299, 134701, 1462, 165, 166929, 1718, 1834, 1861, 202018, 2202, 2222, 22930, 2317, 23184, 23187, 23345, 23483, 23594, 249, 25, 2521, 258, 30008, 375056, 3769, 3799, 3861, 387733, 4015, 4036, 4041, 4054, 444, 4882, 4883, 5000, 5033, 5034, 51102, 51594, 5176, 5351, 5358, 5479, 55033, 55151, 55209, 55214, 55603, 55605, 55612, 56937, 5831, 613, 6134, 633, 64132, 64175, 64412, 649, 6497, 652, 6678, 6885, 6911, 7471, 7481, 7862, 79633, 79875, 79879, 8076, 81031, 84189, 84695, 84876, 871, 875, 8985, 89866, 90459, 90993, 92344, 9276, 9469, 9871",444,3,97,541
Scleral staphyloma,"27183, 3030, 402, 4157, 4948, 5076, 50939, 51604, 7439, 755","2200, 285440, 4036, 4060, 80781",,10,5,0,10
Hypoplastic nipples,"10020, 1146, 117581, 128178, 1896, 1954, 197131, 203068, 23135, 23476, 25836, 26040, 29957, 3858, 388015, 4247, 55384, 55869, 56992, 57003, 5792, 5828, 5885, 64840, 6926, 7403, 7476, 79633, 79796, 8085, 8239, 8243, 84168, 8517, 8626, 8788, 9126, 9487, 9896","2719, 5781, 6878, 8642","1482, 64324",39,4,2,41
Hypolipoproteinemia,"100033413, 10165, 10806, 11020, 11145, 116519, 123016, 129880, 132320, 145624, 157657, 166379, 19, 22954, 23742, 2590, 26119, 26160, 2629, 2683, 27329, 29929, 335, 338, 338328, 338433, 345, 348, 3931, 3988, 4000, 4547, 4867, 51057, 51128, 5130, 54551, 54585, 5468, 54903, 55212, 55768, 5696, 582, 583, 585, 63036, 6307, 6609, 7681, 7840, 791114, 79738, 80173, 80184, 8195, 83550, 84100, 84699, 84984, 8924, 9049, 9056, 92482, 950",6272,"2222, 27241, 3653, 49855",65,1,4,69
Infantile spasms,"1000, 10297, 10381, 10565, 10617, 10641, 10695, 1107, 11152, 112476, 11284, 112939, 11342, 116461, 128989, 140679, 1468, 1496, 150094, 161725, 1641, 170302, 1759, 1798, 1974, 2073, 2192, 221692, 22845, 22854, 23030, 23097, 23219, 23236, 23312, 23327, 23499, 253959, 2562, 2566, 25885, 25930, 25974, 26047, 26235, 26275, 2639, 2653, 27133, 27286, 2752, 2775, 2776, 2782, 2801, 283989, 284184, 2902, 2904, 2917, 3054, 3098, 340533, 3458, 347733, 3736, 3745, 387119, 4247, 427, 4508, 4535, 4536, 4537, 4538, 4540, 4541, 4566, 4567, 4578, 4761, 490, 4915, 5048, 51091, 51227, 51294, 51362, 51412, 51506, 5160, 51645, 51807, 523, 527, 5277, 5297, 55275, 55325, 55739, 55768, 55780, 5594, 56479, 57647, 60558, 6324, 6326, 6509, 6709, 6711, 6792, 6812, 686, 7248, 7249, 7280, 728294, 7283, 7355, 7846, 78987, 79029, 79042, 79868, 79876, 80036, 80704, 80746, 8131, 81603, 8243, 84320, 8449, 8452, 84896, 85440, 8573, 8803, 92335, 9326, 9361, 9568, 9681, 9759, 9853","10743, 112755, 2316, 23334, 2571, 51490, 51741, 6487, 6598, 6616, 6844, 7479, 84250, 8936, 9757","1183, 166378, 1917, 199857, 2271, 4076, 4204, 4577, 55699, 79751, 85365, 9091, 9289",146,15,13,159
Peripheral arterial stenosis,"189, 2006, 2200, 2301, 23493, 255738, 26119, 338, 348, 368, 3717, 3949, 4000, 4015, 4087, 4088, 4089, 4144, 4629, 59, 64240, 64241, 7042, 7043, 7046, 7048, 7066, 79875, 8076",3423,"30008, 4352, 4638, 5592",29,1,4,33
Red hair,"4157, 5443",,"4948, 5122, 5144, 5573, 7306, 84627",2,0,6,8
Premature rupture of membranes,"1277, 1281, 1290, 221496, 2261, 23394, 23545, 50619, 64121, 8241, 9509, 9968","10584, 3146, 7099, 78989","10269, 1289, 5351, 871, 89970",12,4,5,17
Testicular dysgenesis,"170302, 1761, 190, 2516, 2626, 4214, 50846, 57647, 6662, 6736, 7259, 7490, 84733","268, 367",,13,2,0,13
Slow pupillary light response,"10381, 10383, 1131, 1136, 1406, 145226, 167691, 23418, 23746, 2581, 3000, 343035, 347733, 3614, 392255, 401, 4359, 5130, 55605, 55812, 5631, 5660, 57096, 6121, 64802, 7287, 7846, 80184, 80781, 8292, 84570, 85015, 9227, 9255, 9657, 9742","10195, 124512, 4763, 51232, 55823, 6010","3769, 3913, 5376",36,6,3,39
Dyskinesia,"10352, 10367, 10463, 10522, 10533, 10559, 10659, 10846, 10991, 111, 1119, 11200, 112476, 11284, 11315, 113235, 116150, 116442, 120892, 1213, 131118, 1468, 150094, 1593, 16, 170302, 175, 1759, 1807, 1981, 203228, 2257, 2259, 22866, 22868, 2290, 22906, 23097, 23230, 23316, 23317, 23334, 23400, 23516, 2512, 2555, 2558, 2561, 2562, 2583, 25953, 25973, 25977, 26058, 26100, 2629, 27235, 2775, 2778, 283989, 284111, 285175, 2904, 2917, 2956, 29960, 348980, 3708, 3736, 3737, 3745, 3747, 3781, 38, 4072, 4191, 4292, 4361, 4436, 4508, 4535, 4536, 4537, 4538, 4540, 4541, 4566, 4567, 4578, 4595, 472, 4724, 4728, 4761, 477, 478, 4915, 5071, 51079, 51227, 51343, 51412, 5155, 51728, 51741, 5293, 5354, 5378, 5395, 5420, 5426, 54828, 54832, 55152, 5530, 55361, 55737, 56915, 57520, 57704, 5813, 6224, 6314, 6323, 6324, 6328, 6334, 64218, 64374, 64802, 65018, 6506, 6513, 6531, 6567, 657, 6571, 6622, 675, 6792, 6812, 6857, 7048, 7345, 7504, 7532, 773, 774, 79188, 79751, 79876, 79947, 80025, 80055, 80746, 8120, 81603, 8398, 8573, 8575, 8675, 8831, 8867, 8878, 90417, 90522, 9568, 9829","1268, 144535, 1630, 259232, 83544, 92749","10128, 129607, 1353, 140679, 1644, 1654, 1917, 23219, 23241, 23312, 2566, 25814, 25978, 26999, 27429, 2902, 2906, 3658, 3766, 3845, 4577, 4863, 51102, 5159, 523, 5290, 5424, 55699, 57462, 58494, 6326, 6575, 6821, 781, 79903, 816, 87178, 9091, 9213",168,6,39,207
Hemianopia,"10000, 10083, 10518, 11277, 124590, 1499, 207, 22901, 23600, 2475, 25861, 2776, 3035, 347733, 4221, 4512, 4513, 4514, 4519, 4535, 4540, 4541, 4558, 4566, 4567, 4572, 4575, 4578, 4647, 4771, 5155, 5290, 5428, 64072, 65217, 6598, 6605, 673, 7015, 7399, 7401, 79955, 8314, 83550, 83715, 84059, 84131, 8891, 9049","3717, 4976, 55209, 5903, 596","16, 4511, 4564, 4568, 4574, 4577, 51684, 6608, 84231, 9692",49,5,10,59
Curly hair,"1947, 8036, 8139",,"10087, 10430, 147183, 200734, 2475, 2697, 27125, 2783, 3188, 3265, 3728, 3845, 3848, 4893, 54101, 5500, 5604, 5605, 56896, 57003, 5894, 6016, 6651, 6654, 6655, 673, 6768, 7062, 8216, 8239, 8367, 8621, 9652",3,0,33,36
Enlarged cerebellum,5728,8481,"10015, 2261, 23028, 29998, 3265, 9839",1,1,6,7
Ulnar deviation of the wrist,"171023, 2720, 5077, 7136, 7140, 7169",27145,"1311, 2317, 23387, 2588, 259232, 388015, 427, 4621, 5447, 55384, 57498, 5881, 79087, 8788",6,1,14,20
Osteolysis,"1026, 10269, 1027, 1030, 1031, 10651, 1075, 11200, 118429, 1235, 1281, 1490, 1499, 1513, 162514, 171023, 2260, 2316, 25923, 26137, 2623, 2629, 285590, 3123, 3178, 3181, 3248, 3417, 3418, 3557, 3845, 4000, 4221, 427, 4313, 4323, 4763, 4853, 4854, 4921, 51360, 5159, 538, 54463, 547, 54790, 5604, 5745, 5925, 595, 6335, 63916, 64065, 64135, 6427, 65125, 6578, 673, 699, 7157, 7389, 7390, 7415, 7421, 79158, 8518, 857, 861, 867, 8792, 8815, 8878, 9184, 9319, 9487, 950, 9702, 9935","1901, 6774","10526, 11117, 165, 2200, 2201, 2202, 23586, 25, 2706, 30008, 324, 3663, 4015, 4054, 4087, 4088, 4125, 444, 4882, 4883, 4893, 5351, 55033, 55315, 56937, 633, 6497, 701, 7042, 7043, 7046, 7048, 79875, 8076, 81031, 8517, 875",78,2,37,115
Infection following live vaccination,"11151, 139818, 1536, 2214, 28985, 3394, 3454, 3455, 3458, 3593, 3594, 3659, 57169, 5966, 5993, 6097, 64421, 6772, 6773, 6929, 84888, 9020, 9636",10320,"30009, 84876",23,1,2,25
Cervical lymphadenopathy,"10095, 10125, 1991, 3162, 4688, 50619, 5335, 55315, 5880, 7132","238, 4864, 51284, 7185",,10,4,0,10
Mottled pigmentation,"3852, 3861, 4000",54880,"10269, 3248, 50506, 84946, 9401",3,1,5,8
Neoplasm of the adrenal cortex,"1029, 1585, 4221, 5573, 5728, 7157, 84133",8912,"10008, 1026, 1027, 1028, 1030, 1031, 10984, 11200, 1181, 1499, 1584, 283120, 324, 3417, 3418, 3481, 3784, 4193, 6329, 7015, 779",7,1,21,28
Undetectable electroretinogram,"10002, 10083, 1201, 1406, 167691, 2055, 23155, 23418, 28982, 3295, 346007, 4647, 5130, 5147, 55624, 55812, 55857, 57096, 57545, 6121, 64802, 7287, 768206, 8842, 9227","157680, 23746, 351, 4308, 51699, 5961, 9699","1200, 4901, 5538, 9742",25,7,4,29
Myopia,"10297, 10686, 10973, 1121, 113189, 114049, 1261, 126792, 1277, 1280, 1282, 1285, 1286, 1288, 1289, 1297, 1298, 1299, 1301, 1302, 1303, 134218, 1349, 1409, 1410, 1413, 1414, 1415, 1420, 1421, 145173, 148789, 149461, 1499, 1545, 157657, 16, 1605, 162, 165, 170691, 170692, 171023, 1806, 1859, 196528, 1969, 2065, 2068, 207, 2071, 2182, 2202, 224, 22926, 23261, 23404, 23476, 23545, 253738, 2683, 27125, 27245, 285440, 29123, 29940, 368, 388552, 407, 4076, 444, 51, 5119, 523, 529, 54714, 55215, 55750, 56915, 57010, 57492, 582, 583, 5977, 60509, 64919, 652, 673, 6785, 7458, 7461, 778, 79140, 79631, 79848, 80781, 81794, 818, 8314, 8318, 833, 83475, 84100, 84168, 84181, 8419, 84277, 84320, 8518, 8726, 875, 8943, 9031, 9131, 92949, 93589, 9509",9780,"10002, 100033413, 1001, 100144748, 10058, 10075, 10083, 10133, 10210, 1024, 10265, 10283, 10383, 10397, 10461, 10483, 10491, 10518, 10522, 10524, 10526, 10560, 10576, 10585, 10594, 10730, 10733, 10743, 10765, 10806, 10847, 10908, 10939, 10992, 11011, 11014, 11020, 11107, 11117, 11128, 11190, 112752, 11277, 11285, 113246, 114902, 116931, 117581, 118987, 1201, 121340, 123016, 124583, 124590, 1258, 1259, 1278, 1281, 128338, 1287, 129285, 129880, 130557, 134359, 135886, 136647, 138050, 1387, 1406, 1412, 145226, 145624, 1462, 148398, 1495, 1509, 155368, 155382, 157680, 165829, 166379, 166647, 166929, 167691, 1678, 169522, 171546, 182, 1834, 1836, 196, 1968, 2006, 201973, 202018, 205717, 2186, 2200, 2201, 2218, 2261, 2263, 22827, 22897, 22901, 22954, 22978, 22999, 2301, 23020, 23040, 23059, 23065, 23078, 23090, 23093, 23096, 23126, 2314, 23155, 2316, 23184, 23187, 23241, 23291, 23322, 23327, 2335, 23370, 23389, 23418, 23554, 23568, 23590, 23600, 23630, 23742, 23746, 24, 24148, 249, 25, 256471, 25794, 258, 25836, 25861, 259232, 25974, 26007, 26040, 26090, 26121, 26146, 2615, 26160, 261734, 26229, 26504, 2652, 26608, 26834, 2697, 2703, 27031, 27130, 27229, 27241, 2733, 2742, 2743, 2779, 2780, 2784, 282809, 283375, 283446, 284161, 284217, 28981, 28982, 291, 2916, 2961, 2969, 2978, 2979, 29894, 29925, 29954, 29998, 3000, 30000, 30008, 3030, 3035, 3052, 3064, 3075, 3098, 3166, 3190, 3339, 338433, 3419, 3420, 343035, 343171, 345193, 346007, 3479, 3614, 3617, 3653, 372, 375056, 375298, 3756, 3769, 3799, 3832, 3845, 387, 387733, 388403, 388531, 388939, 3913, 392255, 3977, 3981, 3984, 401124, 4015, 403, 4036, 4041, 4043, 404672, 4053, 4054, 406987, 4087, 4088, 4094, 4117, 4125, 4157, 4308, 440435, 4488, 4547, 4598, 4644, 4647, 4653, 4693, 473, 4751, 4760, 4784, 4841, 4853, 4867, 4882, 4883, 4893, 4901, 4935, 4942, 4948, 4976, 49855, 4990, 50, 5015, 5033, 5034, 50485, 5062, 5076, 5080, 50939, 51057, 51094, 51095, 51098, 51109, 51256, 51259, 5130, 51322, 51360, 5145, 5146, 5148, 5149, 5158, 51594, 51604, 51611, 5176, 5189, 5190, 5191, 5230, 526, 5264, 5277, 5290, 5295, 5322, 5351, 5352, 5358, 5373, 54453, 54507, 54539, 54551, 54585, 546, 54676, 54681, 5479, 54802, 54806, 54880, 54888, 54903, 54973, 54974, 5498, 55033, 55151, 55181, 55209, 55210, 55212, 55213, 55214, 5528, 5538, 55603, 55610, 55624, 55690, 55703, 55764, 55777, 55812, 55857, 55869, 55975, 5604, 5605, 5631, 5660, 56623, 56937, 57096, 57165, 5718, 5728, 57465, 57479, 57531, 57539, 57545, 57670, 57688, 57709, 57728, 5781, 5813, 5828, 5832, 585, 5885, 59336, 5949, 5950, 5956, 5959, 5961, 5982, 5995, 6010, 6011, 6017, 6023, 60506, 60681, 60684, 6094, 6100, 6101, 6102, 6103, 611, 6121, 6134, 6247, 6295, 6314, 633, 6390, 6391, 6392, 64072, 64131, 64132, 64135, 64175, 64218, 64324, 64412, 64802, 64834, 649, 6497, 65062, 65217, 65250, 653361, 6597, 6598, 6601, 6602, 6605, 6611, 6638, 6651, 6659, 6660, 6662, 6663, 6664, 6678, 6694, 6804, 6872, 6897, 6925, 6942, 6999, 7003, 7010, 7020, 7021, 7025, 7030, 7042, 7043, 7045, 7046, 7048, 7078, 7102, 726, 7274, 7275, 7276, 7287, 7299, 729920, 7337, 7345, 7399, 7401, 7407, 7439, 7466, 7471, 7481, 7543, 755, 762, 7681, 768206, 7737, 7837, 7840, 7855, 7867, 7873, 7874, 78987, 791114, 79147, 79228, 79644, 79659, 79665, 79738, 79797, 79875, 79879, 7994, 79947, 79955, 80025, 80150, 80173, 80184, 80204, 80207, 80216, 80232, 8036, 8076, 81031, 8195, 8239, 8241, 8242, 8243, 8289, 8322, 83394, 83552, 8364, 8367, 83715, 83872, 84059, 84068, 84131, 84140, 84146, 84163, 84189, 84197, 84233, 84572, 84627, 8468, 84695, 8481, 84816, 84839, 84984, 85015, 85378, 8567, 8573, 871, 8733, 8754, 8787, 8799, 8842, 8924, 8925, 8974, 8985, 89866, 89910, 90161, 90459, 9094, 90993, 91137, 91147, 9126, 9128, 9129, 91452, 91574, 9187, 92002, 9203, 9215, 92211, 9227, 92344, 92482, 9276, 92840, 9364, 9371, 9401, 94137, 9419, 9445, 9469, 9497, 9533, 95681, 9569, 9657, 9699, 9719, 9725, 9742, 9772, 9785, 9786, 9839, 9871, 9898, 9927, 9949, 9990, 9997",117,1,605,722
Lacrimal duct aplasia,"2255, 2263",,"147912, 2138, 2261, 23426, 341640, 6495, 80144, 8085, 8295",2,0,9,11
Increased corneal thickness,"1634, 2255, 2263, 83959",,2261,4,0,1,5
Abnormal liver physiology,"10165, 1174, 427, 5205, 5236, 5244, 5314, 54914, 6718, 84936, 8647, 9414, 9420",6928,"162, 197131, 200931, 2271, 23600, 3043, 3376, 4358, 5195, 55610, 6309, 6514, 7840, 80270",13,1,14,27
Bilateral choanal atresia,"10907, 8626",6664,"10606, 2304, 2542, 25885, 5745, 79633, 8085, 8642",2,1,8,10
11 pairs of ribs,"10013, 100151683, 10236, 10277, 10630, 10847, 126792, 1788, 1861, 222663, 22800, 22995, 23013, 23114, 2317, 2563, 259232, 26229, 2879, 29980, 3339, 3930, 473, 4927, 526, 545, 54897, 5557, 5590, 57465, 6223, 63976, 6497, 650, 65267, 6628, 6657, 6662, 6910, 7798, 8510, 8514, 8854, 8942, 93627, 9469","1306, 2316, 23347, 6911, 79879, 89797","11041, 55835, 65250",46,6,3,49
Meningioma,"1026, 1027, 1030, 1031, 11200, 1387, 2033, 207, 23028, 2778, 4330, 4763, 4771, 4913, 5155, 51684, 5290, 5728, 6598, 6605, 6608, 7015, 7486, 79798, 8216, 8314, 84231",,"100144748, 10483, 11235, 205717, 4000, 4221, 4893, 51004, 5727, 6390, 6391, 6392, 83605, 8643, 8665, 889, 8930",27,0,17,44
Abnormal enzyme concentration or activity,"100, 10020, 10056, 10128, 10157, 10159, 10165, 10166, 10195, 1029, 103, 10312, 10320, 10352, 10367, 10483, 10507, 10531, 10535, 10555, 10599, 10651, 10699, 1080, 10841, 11019, 11200, 11231, 11232, 11274, 11277, 1186, 1200, 120227, 124583, 130589, 131118, 132, 1356, 1357, 1374, 1376, 142680, 148738, 148789, 1497, 1535, 1576, 1593, 1594, 1644, 1650, 166785, 166929, 171023, 1716, 1719, 1727, 1738, 175, 1756, 178, 1798, 1806, 1807, 189, 1890, 1909, 191, 197131, 2027, 210, 212, 215, 2153, 217, 2184, 2193, 219736, 2203, 2218, 2235, 224, 226, 2271, 2273, 229, 22909, 22954, 2313, 23175, 2321, 23230, 23534, 238, 2395, 249, 25, 2517, 2542, 2548, 2581, 2582, 2584, 2592, 2593, 25939, 25974, 26227, 26229, 2623, 26275, 26276, 2628, 2629, 2639, 26580, 2677, 2678, 2683, 26873, 270, 27031, 2710, 2717, 2720, 27232, 27249, 2729, 2819, 2821, 28234, 284086, 2859, 29127, 2936, 2937, 2947, 2990, 2998, 3028, 3030, 3032, 3043, 3074, 3075, 3077, 3098, 31, 3141, 3145, 3155, 3156, 3158, 3162, 3172, 3178, 3181, 3242, 3339, 3373, 3376, 338, 339855, 34, 3423, 3425, 3426, 348, 3492, 3643, 3654, 3663, 368, 37, 3717, 3795, 38, 383, 3845, 389421, 3931, 3938, 3939, 3945, 3988, 4000, 4004, 4041, 4067, 4089, 410, 4125, 4179, 427, 4282, 4329, 4337, 4338, 435, 4351, 4353, 443, 445, 4485, 4522, 4524, 4534, 4547, 4552, 4609, 4627, 4645, 4669, 4688, 472, 4758, 4846, 4882, 4883, 4952, 4967, 5009, 5019, 5033, 50484, 5052, 5053, 50943, 5095, 5096, 50964, 51, 5105, 5106, 51067, 51099, 51119, 51128, 51218, 51241, 51251, 5130, 51473, 51520, 51594, 51601, 51604, 5167, 51703, 51733, 51816, 5184, 5194, 5213, 5236, 5244, 5251, 5256, 5257, 5265, 5277, 5281, 5294, 5311, 5313, 5351, 5373, 540, 5424, 5428, 54543, 546, 54658, 5476, 54790, 54888, 549, 54903, 55151, 55182, 55240, 55340, 5538, 55503, 55532, 55593, 55768, 5580, 5589, 5631, 5660, 56652, 5696, 56975, 5698, 57003, 57531, 582, 5836, 5837, 5860, 587, 5896, 5897, 5925, 593, 596, 604, 60561, 60681, 6125, 613, 6135, 617, 6208, 6210, 6223, 6224, 6232, 6240, 6303, 6309, 633, 6341, 63895, 6392, 64087, 64240, 64241, 6427, 64374, 6448, 6497, 650, 6513, 6514, 6521, 653361, 6556, 6569, 6573, 6609, 669, 6696, 6697, 6718, 675, 6773, 6775, 6786, 6821, 6925, 6928, 7019, 7036, 708, 7157, 7385, 7390, 7415, 7421, 7486, 79048, 79053, 79147, 7915, 79158, 7941, 79621, 79644, 80025, 8074, 811, 81570, 8292, 8309, 8398, 84033, 8443, 847, 84720, 8481, 8482, 84992, 8540, 859, 861, 8647, 867, 8720, 875, 8772, 8802, 8813, 8818, 8878, 8929, 8985, 90121, 9054, 9056, 9131, 93210, 9377, 9380, 9420, 9451, 950, 9780, 9966, 9968, 9971",6657,"100147744, 10026, 100506658, 10068, 101101692, 10134, 10243, 10329, 10466, 1053, 10577, 10585, 10616, 10661, 10686, 10806, 1084, 11020, 11041, 11181, 11222, 11224, 11254, 11285, 1130, 113220, 11330, 115019, 1161, 123016, 123264, 124454, 125988, 126792, 1282, 128869, 128989, 129880, 130340, 132158, 132320, 133686, 134218, 134353, 1369, 1441, 146059, 147007, 1536, 1537, 157657, 1605, 162, 1621, 162417, 166379, 1737, 1758, 1794, 182, 197258, 197322, 199221, 200205, 200931, 201294, 203, 2072, 2074, 2099, 22796, 22802, 22845, 22897, 23019, 23022, 23166, 2317, 23322, 23387, 23417, 23600, 2538, 25839, 2591, 25970, 26007, 26160, 26235, 26525, 2658, 2694, 27241, 27315, 2799, 284098, 284119, 285282, 286053, 28957, 28976, 291, 29929, 29954, 29958, 29998, 3029, 3033, 3106, 3117, 3119, 3123, 326625, 3295, 335, 3431, 353, 3592, 3594, 3704, 3712, 3783, 3815, 3835, 387787, 388962, 3913, 3930, 3975, 3980, 411, 4126, 4141, 415, 4175, 4247, 4352, 4358, 440138, 4508, 4512, 4514, 4535, 4536, 4537, 4538, 4540, 4541, 4548, 4566, 4567, 4577, 4578, 4598, 4613, 4668, 4680, 4864, 4867, 497661, 4982, 49855, 50619, 51021, 51057, 51116, 51117, 51124, 51164, 5176, 5191, 5195, 5205, 5255, 5260, 5261, 5264, 5279, 5283, 5314, 5339, 537, 54344, 5450, 54532, 54585, 54808, 54872, 54914, 54931, 5498, 55027, 55129, 55212, 5551, 5557, 55610, 55624, 55630, 55650, 55687, 55699, 55788, 55790, 55858, 56172, 5644, 5645, 56623, 5692, 56922, 570, 57104, 57128, 57169, 5745, 57511, 57539, 57545, 57592, 57817, 5824, 5825, 5826, 5828, 583, 585, 590, 6005, 6006, 6007, 60684, 6132, 6133, 6138, 6141, 6154, 6155, 6160, 6165, 6201, 6204, 6218, 6229, 6231, 6234, 6235, 63894, 63916, 64121, 64131, 64132, 64135, 64412, 6476, 64841, 65080, 6522, 6550, 6584, 6689, 6711, 672, 6729, 6804, 6811, 6813, 686, 7040, 7227, 7289, 729920, 7355, 7372, 7381, 7389, 7498, 7504, 760, 7840, 7841, 788, 79087, 79258, 79631, 79650, 79705, 79728, 79736, 79738, 79783, 79848, 79947, 79989, 80173, 80184, 80270, 8195, 84100, 84153, 84197, 84317, 84340, 84342, 84572, 846, 84892, 84984, 85365, 8659, 8676, 8733, 8792, 90, 90523, 9091, 91147, 91949, 9200, 9215, 92344, 92482, 94005, 9409, 9469, 9487, 9488, 9493, 9526, 9786, 9842",413,1,331,744
Multinodular goiter,"23328, 23405, 7840, 83550, 8379, 9049, 9817","1788, 2304, 2778, 5728, 79577",,7,5,0,7
Abnormal cerebellar cortex morphology,5428,203228,"526, 56652, 57465, 87178",1,1,4,5
Clonus,"100131801, 10159, 10166, 10273, 10280, 10367, 10558, 10585, 10613, 10749, 11117, 11160, 123606, 128989, 133686, 137492, 1593, 1678, 1841, 2137, 215, 219285, 22, 221927, 2258, 22906, 22948, 22978, 23028, 23064, 23111, 23345, 23446, 23503, 23516, 246243, 2521, 253738, 25782, 2581, 2653, 26834, 271, 27245, 27247, 27429, 2801, 28962, 29925, 29954, 3064, 3708, 3785, 3798, 3839, 4001, 4141, 440, 440193, 4633, 4693, 4728, 4952, 5091, 51062, 51091, 51117, 51271, 51501, 51506, 51604, 5297, 5456, 547, 55129, 55624, 55697, 56006, 5631, 5660, 57582, 57679, 57704, 58497, 6253, 64837, 65055, 6509, 6515, 6536, 6567, 6647, 6683, 6711, 6712, 7345, 7415, 78987, 79147, 79152, 80208, 80746, 819, 823, 833, 8398, 84197, 84340, 85465, 857, 89874, 9101, 9197, 9289, 9338, 9409, 9420, 9440, 959, 9897, 9900","55187, 55331, 7277, 8506, 8912, 9839","113278, 16, 1759, 22931, 3786, 51227, 5805, 91574, 92609, 9853",121,6,10,131
